scheme,scheme_id,note,run,universe,months,eval_days,win_start,win_end,n_names,bench_ret,s12_mean_ret,dip_mean_ret,dip_minus_s12,s12_mean_mdd,dip_mean_mdd,s12_mean_exposure,dip_mean_exposure,dip_beat_s12,s12_vs_bench,dip_vs_bench,s12_positive,dip_positive
D01_baseline,1,baseline_dip10_w25,67,SOXX,6,126,2025-02-27,2025-08-27,30,0.2288069130259598,0.09602472964249355,0.09603041406425451,5.684421760965286e-06,-0.11061219488937407,-0.12858210964911465,0.3126984126984126,0.37962962962962954,1,-0.13278218338346626,-0.1327764989617053,1,1
D01_baseline,1,baseline_dip10_w25,68,SOXX,2,42,2026-01-27,2026-03-26,30,-0.06274182234420844,0.0032193452924548414,-0.002855439167158935,-0.0060747844596137765,-0.05896621171963992,-0.08238135459974832,0.19920634920634922,0.33412698412698416,0,0.06596116763666328,0.05988638317704951,1,0
D01_baseline,1,baseline_dip10_w25,69,SOXX,8,168,2025-08-27,2026-04-28,30,0.752796897064234,0.17512795042041496,0.2773315141090277,0.10220356368861272,-0.17448596435949304,-0.1785672906599009,0.31924603174603183,0.4384424603174603,1,-0.5776689466438191,-0.47546538295520635,1,1
D01_baseline,1,baseline_dip10_w25,70,SOXX,5,105,2024-09-20,2025-02-21,29,0.005406814450626518,0.003468495639504155,0.004653757330871451,0.0011852616913672954,-0.09789538854854749,-0.11213112137214172,0.187192118226601,0.29261083743842364,1,-0.001938318811122363,-0.0007530571197550675,1,1
D01_baseline,1,baseline_dip10_w25,71,SOXX,4,84,2025-09-17,2026-01-15,29,0.30628589985012833,0.09548057248306517,0.1388515599951148,0.04337098751204964,-0.13684856978281387,-0.1432885497841079,0.3788998357963875,0.48009031198686364,1,-0.21080532736706314,-0.16743433985501352,1,1
D01_baseline,1,baseline_dip10_w25,72,QQQ,4,84,2025-06-23,2025-10-20,30,0.1516013225816759,0.03716667462224955,0.04876267255198063,0.01159599792973108,-0.08772548229479836,-0.09571925280659103,0.3146825396825397,0.407936507936508,1,-0.11443464795942637,-0.10283865002969528,1,1
D01_baseline,1,baseline_dip10_w25,73,SOXX,10,210,2023-11-28,2024-09-27,30,0.3732977081618618,0.06661678645753953,0.0865161758837469,0.019899389426207365,-0.18894426088698602,-0.1942856723431737,0.3076190476190476,0.4098809523809523,1,-0.30668092170432226,-0.2867815322781149,1,1
D01_baseline,1,baseline_dip10_w25,74,QQQ,9,189,2025-04-09,2026-01-08,30,0.33624069066151074,0.13339435324806054,0.1638149546227344,0.030420601374673867,-0.1364775405035114,-0.14268187031382976,0.35555555555555557,0.43544973544973536,1,-0.2028463374134502,-0.17242573603877634,1,1
D01_baseline,1,baseline_dip10_w25,75,QQQ,12,252,2024-12-19,2025-12-22,30,0.21234993913837386,0.07282488524533995,0.1021302910868033,0.02930540584146335,-0.15411353549119883,-0.17234231471831857,0.2826719576719577,0.37298280423280417,1,-0.1395250538930339,-0.11021964805157056,1,1
D01_baseline,1,baseline_dip10_w25,76,SOXX,5,105,2024-05-10,2024-10-09,29,0.07166292185798206,0.014436981495001656,0.007732025735811673,-0.006704955759189983,-0.12451546382428642,-0.15010172289009316,0.25155993431855495,0.3479474548440065,0,-0.05722594036298041,-0.06393089612217039,1,1
