date,side,symbol,weight_from,weight_to,price_open,notional_usd,cost_usd,equity_after_usd
2026-06-18,SELL,KHC,1.0,0.5,23.095,13677.72,11.74,27119.03
2026-06-22,SELL,KHC,0.5,0.0,22.65,13559.51,11.79,26480.41
2026-06-22,BUY,ABNB,0.0,1.0,140.98,27107.24,10.7,26480.41
2026-06-24,SELL,ABNB,1.0,0.0,139.06,26415.8,10.48,26405.32
2026-07-08,BUY,TMUS,0.0,1.0,185.65,26405.32,10.34,25743.04
2026-07-09,SELL,TMUS,1.0,0.0,177.72,25743.04,10.15,25732.89
2026-07-10,BUY,META,0.0,1.0,660.34,25732.89,9.83,27244.19
2026-07-14,SELL,META,1.0,0.0,652.0,26733.88,10.13,26723.74
2026-08-05,BUY,ORLY,0.0,1.0,92.72,26723.74,11.74,27178.32
2026-08-07,SELL,ORLY,1.0,0.0,92.74,27158.2,11.93,27146.27
