date,side,symbol,weight_from,weight_to,price_open,notional_usd,cost_usd,equity_after_usd
2025-10-13,SELL,LRCX,1.0,0.0,137.6011,69236.01,27.26,67745.45
2025-10-13,BUY,TTD,0.0,1.0,52.595,69208.75,37.74,67745.45
2025-10-14,SELL,TTD,1.0,0.5,50.3,33872.72,18.85,67372.17
2025-10-15,SELL,TTD,0.5,0.0,51.165,33686.08,18.6,67158.53
2025-10-15,BUY,PEP,0.0,1.0,146.9906,67353.57,26.12,67158.53
2025-10-30,SELL,PEP,1.0,0.5,142.1437,32464.9,12.69,65225.48
2025-11-03,SELL,PEP,0.5,0.0,141.6775,32451.28,12.69,67407.55
2025-11-03,BUY,TEAM,0.0,1.0,169.99,64889.86,24.39,67407.55
2025-11-06,SELL,TEAM,1.0,0.5,159.55,30905.85,11.84,60771.98
2025-11-07,SELL,TEAM,0.5,0.0,155.0,30385.99,11.69,60760.29
2025-11-10,BUY,MAR,0.0,1.0,290.2963,60760.29,20.93,60596.55
2025-11-18,SELL,MAR,1.0,0.0,281.4519,59014.97,20.41,58994.56
2025-11-26,BUY,ADI,0.0,1.0,252.8354,58994.56,20.71,60346.55
2025-12-16,SELL,ADI,1.0,0.0,279.3179,65836.38,22.79,65813.59
2025-12-22,BUY,HON,0.0,1.0,205.7914,65813.59,23.87,64745.7
2025-12-23,SELL,HON,1.0,0.5,203.2174,32372.85,12.18,64657.5
2026-01-02,SELL,HON,0.5,0.0,203.1032,32295.36,12.16,64578.56
2026-01-06,BUY,AMD,0.0,1.0,222.71,64578.56,23.11,62608.15
2026-01-07,SELL,AMD,1.0,0.5,212.13,31304.07,11.82,61960.86
2026-01-08,SELL,AMD,0.5,0.0,210.9,30980.43,11.72,63134.75
2026-01-08,BUY,AMZN,0.0,1.0,243.06,61949.13,21.87,63134.75
2026-01-21,SELL,AMZN,1.0,0.0,231.09,59200.17,21.06,59179.1
2026-01-23,BUY,CMCSA,0.0,1.0,28.2618,59179.1,44.77,59281.54
2026-02-04,SELL,CMCSA,1.0,0.0,29.2663,60302.14,44.67,60257.46
2026-04-09,BUY,AMZN,0.0,1.0,225.23,60257.46,21.53,63571.36
2026-05-11,SELL,AMZN,1.0,0.5,269.84,37155.64,13.55,73793.79
2026-05-12,SELL,AMZN,0.5,0.0,266.71,36896.9,13.47,77266.58
2026-05-12,BUY,MDB,0.0,1.0,307.74,73780.32,25.23,77266.58
2026-05-28,SELL,MDB,1.0,0.0,321.495,73583.97,25.03,73558.94
2026-05-29,BUY,AMAT,0.0,1.0,452.77,73558.94,24.55,73599.56
2026-07-06,SELL,AMAT,1.0,0.0,627.76,97422.8,31.68,97391.11
2026-07-07,BUY,ZS,0.0,1.0,152.74,97391.11,37.44,96790.09
2026-07-08,SELL,ZS,1.0,0.0,146.42,96790.09,37.56,96752.52
2026-07-10,BUY,META,0.0,1.0,660.34,96752.52,31.46,102440.64
2026-07-14,SELL,META,1.0,0.0,652.0,100521.81,32.61,100489.2
2026-07-16,BUY,CTAS,0.0,1.0,198.74,100489.2,36.67,107574.75
2026-07-17,SELL,CTAS,1.0,0.0,207.17,107574.75,38.97,107535.78
2026-08-05,BUY,ORLY,0.0,1.0,92.72,107535.78,47.22,109365.0
