scheme,scheme_id,note,run,n_names,mean_ret,median_ret,mean_sharpe,mean_mdd,mean_vs_qqq,pct_positive,pct_beat_qqq,mean_trades,mean_exposure,basket_eq_ret
S01_baseline,1,baseline,57,30,0.17073868161604724,0.04911000876830918,0.7123455997905698,-0.08193829830756684,0.02668550155235798,0.6333333333333333,0.43333333333333335,2.566666666666667,0.20155038759689925,0.17073868161604724
S01_baseline,1,baseline,58,30,0.04034414707605795,0.034268235798231905,0.19234205099698182,-0.1075989565334472,-0.10370903298763134,0.5666666666666667,0.2,2.966666666666667,0.18217054263565893,0.04034414707605795
S01_baseline,1,baseline,59,30,0.11875596879390334,0.09651011980987112,0.8143552869257086,-0.11089797163591712,-0.025297211269785933,0.7666666666666667,0.4,2.7,0.21007751937984492,0.11875596879390334
S01_baseline,1,baseline,60,30,0.1919920894147973,0.04459024463577532,0.7782393777054059,-0.08837499186992807,0.04793890935110803,0.6,0.36666666666666664,2.966666666666667,0.19638461875355842,0.1919920894147973
S01_baseline,1,baseline,61,30,0.10045406297630403,0.08817593218853603,0.6966247925768335,-0.10963410575685942,-0.043599117087385245,0.6666666666666666,0.26666666666666666,2.2666666666666666,0.2108527131782946,0.10045406297630403
S01_baseline,1,baseline,62,30,0.03406820303043825,0.007568045261196699,0.23881584692579677,-0.11586312085274326,-0.10998497703325104,0.5333333333333333,0.2,2.6,0.2085293215959357,0.03406820303043825
S01_baseline,1,baseline,63,30,0.058078501906191765,0.02550608237788088,0.3852061883278459,-0.0817066603320212,-0.08597467815749751,0.5666666666666667,0.16666666666666666,2.3333333333333335,0.17777777777777776,0.058078501906191765
S01_baseline,1,baseline,64,30,0.19703773368132307,0.04509865754062292,0.8517626245097778,-0.07061778688442856,0.05298455361763378,0.6666666666666666,0.36666666666666664,2.033333333333333,0.17390180878552977,0.19703773368132307
S01_baseline,1,baseline,65,30,0.05009629970832059,0.019204862428545466,0.3403216053148667,-0.09761778243958623,-0.0939568803553687,0.6333333333333333,0.23333333333333334,2.5,0.22015503875968992,0.05009629970832059
S01_baseline,1,baseline,66,30,0.07419763316574664,0.03059861011397691,0.432065594598195,-0.1162596486223571,-0.06985554689794264,0.5666666666666667,0.3,2.7666666666666666,0.22222222222222224,0.07419763316574664
S01_baseline,1,baseline,67,30,0.10437421423597322,0.04379758694982483,0.5530667720976578,-0.09711583096601982,-0.03967896582771609,0.6,0.3,2.466666666666667,0.21860465116279068,0.10437421423597322
S01_baseline,1,baseline,68,30,0.05681520469293939,0.030302440411363207,0.41454462778248263,-0.0931329684305661,-0.08723797537074988,0.6333333333333333,0.2,2.2666666666666666,0.19767441860465118,0.05681520469293939
S01_baseline,1,baseline,69,30,0.12594236829490296,0.019204862428545466,0.5465582037253074,-0.12738210437878364,-0.018110811768786327,0.6333333333333333,0.2,2.966666666666667,0.2374698900713879,0.12594236829490296
S01_baseline,1,baseline,70,30,0.07336604450845034,0.046562140636563054,0.6111192653018912,-0.11115878640240616,-0.07068713555523895,0.6333333333333333,0.3,2.566666666666667,0.2080103359173127,0.07336604450845034
