pair,logic_a,logic_b,run,n_names,tickers,basket_mean_ret,portfolio_total_pnl_usd,portfolio_total_ret,qqq_ret,vs_qqq_ret,beat_qqq,positive
L1_time+L2_price,L1_time,L2_price,65,10,"PAYX,PCAR,CPRT,ROST,VRSK,CSX,CTAS,APP,META,EXC",0.02506084367278748,1253.0421836393734,0.025060843672787467,0.2481105102115162,-0.2230496665387287,0,1
L1_time+L2_price,L1_time,L2_price,66,10,"SNPS,GFS,TRI,DXCM,AMAT,PANW,AEP,CSGP,TTD,MELI",0.006486054313129108,324.3027156564549,0.006486054313129098,0.2481105102115162,-0.2416244558983871,0,1
L1_time+L2_price,L1_time,L2_price,67,10,"WDAY,TRI,DASH,REGN,META,QCOM,ROST,TTWO,ON,PYPL",0.012614305819454507,630.7152909727265,0.01261430581945453,0.2481105102115162,-0.2354962043920617,0,1
L1_time+L2_price,L1_time,L2_price,68,10,"SBUX,GOOG,MNST,LRCX,IDXX,CEG,AMGN,ADSK,VRTX,QCOM",0.0840139190188561,4200.695950942806,0.08401391901885612,0.2481105102115162,-0.1640965911926601,0,1
L1_time+L2_price,L1_time,L2_price,69,10,"PANW,ZS,TSLA,AXON,CSX,BKNG,TRI,CDNS,KLAC,HON",-0.035193926785311455,-1759.6963392655744,-0.03519392678531149,0.2481105102115162,-0.28330443699682767,0,0
L1_time+L2_price,L1_time,L2_price,70,10,"CMCSA,KHC,APP,IDXX,SNPS,HOOD,HON,CCEP,ROST,PANW",0.0019528435061770156,97.6421753088498,0.001952843506176996,0.2481105102115162,-0.24615766670533917,0,1
L1_time+L2_price,L1_time,L2_price,71,10,"CSGP,MSTR,ADI,ABNB,CDNS,MRVL,IDXX,CSCO,ISRG,GEHC",0.0941501614234039,4707.508071170195,0.09415016142340389,0.2481105102115162,-0.1539603487881123,0,1
L1_time+L2_price,L1_time,L2_price,72,10,"DXCM,AAPL,FANG,TTWO,APP,AMAT,CHTR,WBD,ROST,PLTR",0.08573797183942279,4286.8985919711395,0.08573797183942279,0.2481105102115162,-0.16237253837209342,0,1
L1_time+L2_price,L1_time,L2_price,73,10,"ZS,PDD,ODFL,ASML,ADP,ADI,COST,CDW,ADBE,MCHP",0.008152404038506478,407.62020192532464,0.008152404038506493,0.2481105102115162,-0.23995810617300972,0,1
L1_time+L2_price,L1_time,L2_price,74,10,"CPRT,ZS,AAPL,AXON,GOOG,REGN,NFLX,KDP,MELI,ASML",-0.016460829975732262,-823.0414987866143,-0.016460829975732286,0.2481105102115162,-0.2645713401872485,0,0
L1_time+L2_price,L1_time,L2_price,75,10,"VRTX,XEL,HOOD,ORLY,NVDA,CMCSA,COST,PCAR,ADI,ROST",0.013313632083480876,665.6816041740426,0.013313632083480851,0.2481105102115162,-0.23479687812803532,0,1
L1_time+L2_price,L1_time,L2_price,76,10,"CCEP,MAR,PLTR,ASML,SBUX,CSX,CMCSA,FTNT,MCHP,PDD",-0.026199165308024353,-1309.9582654012165,-0.02619916530802433,0.2481105102115162,-0.27430967551954055,0,0
L1_time+L2_price,L1_time,L2_price,77,10,"AVGO,NVDA,COST,WBD,AMAT,CTAS,LIN,CDNS,GOOGL,ISRG",0.08258981920376904,4129.490960188452,0.08258981920376904,0.2481105102115162,-0.16552069100774716,0,1
L1_time+L2_price,L1_time,L2_price,78,10,"WBD,ROP,AEP,DDOG,BKR,MRVL,ODFL,ON,CTSH,PEP",0.16399953471367748,8199.976735683875,0.16399953471367748,0.2481105102115162,-0.08411097549783872,0,1
L1_time+L2_price,L1_time,L2_price,79,10,"GOOG,TEAM,ON,INTU,AMD,MU,REGN,ARM,CPRT,FANG",0.05529228931658664,2764.6144658293324,0.05529228931658665,0.2481105102115162,-0.19281822089492956,0,1
