episode,win_start,win_end,qqq_ret,qqq_depth_reported,run,n_names,mean_ret,median_ret,mean_sharpe,mean_mdd,mean_vs_qqq,pct_positive,pct_beat_qqq,mean_trades,mean_exposure
EP1_2025crash,2025-02-19,2025-04-08,-0.2276830534342097,-0.2277,96,30,-0.0676236363409923,-0.0391236345973941,-2.0150236776393737,-0.0852514661972944,0.1600594170932174,0.0333333333333333,0.9666666666666668,1.6,0.2495238095238095
EP1_2025crash,2025-02-19,2025-04-08,-0.2276830534342097,-0.2277,97,30,-0.0849072373754424,-0.0669892062652803,-2.4927685653135927,-0.1024213437855135,0.1427758160587673,0.0666666666666666,0.9333333333333332,1.8333333333333333,0.3219047619047618
EP1_2025crash,2025-02-19,2025-04-08,-0.2276830534342097,-0.2277,98,30,-0.0543481653679177,-0.022722423519739,-1.5289902909278774,-0.069904675347027,0.173334888066292,0.0,0.9333333333333332,1.3,0.3104761904761904
EP1_2025crash,2025-02-19,2025-04-08,-0.2276830534342097,-0.2277,99,30,-0.0723483438511591,-0.0554274767244518,-2.357776836553967,-0.0880449459028319,0.1553347095830505,0.0666666666666666,0.9666666666666668,1.8,0.3361904761904762
EP2_2025_2026_grind,2025-10-29,2026-03-30,-0.1196437227677439,-0.1196,0,30,-0.024487855303585,-0.0282205870874437,-0.4003865116091178,-0.144837835384946,0.0951558674641588,0.4,0.6333333333333333,3.533333333333333,0.3759615384615385
EP2_2025_2026_grind,2025-10-29,2026-03-30,-0.1196437227677439,-0.1196,1,30,0.010565336392776,0.0,-0.130855731974937,-0.1163887671853596,0.1302090591605199,0.4333333333333333,0.7,2.933333333333333,0.3733974358974359
EP2_2025_2026_grind,2025-10-29,2026-03-30,-0.1196437227677439,-0.1196,2,30,-0.0140252596218892,-0.0161330743666557,-0.2902723701039474,-0.1273850560986967,0.1056184631458547,0.3666666666666666,0.7333333333333333,3.3,0.3477564102564103
EP2_2025_2026_grind,2025-10-29,2026-03-30,-0.1196437227677439,-0.1196,3,30,-0.0254540374561366,-0.0009541767278979,-0.3221871048420006,-0.1379280603704131,0.0941896853116072,0.4333333333333333,0.6666666666666666,3.433333333333333,0.3673076923076924
EP2_2025_2026_grind,2025-10-29,2026-03-30,-0.1196437227677439,-0.1196,4,30,-0.0332916700142134,-0.0301951305761806,-0.5545012363966961,-0.1175461718393085,0.0863520527535305,0.2666666666666666,0.7,3.3,0.3064102564102564
EP2_2025_2026_grind,2025-10-29,2026-03-30,-0.1196437227677439,-0.1196,5,30,-0.0225378863913862,-0.0314232301769123,-0.2665376877192045,-0.1276484928130621,0.0971058363763577,0.3666666666666666,0.7666666666666667,3.966666666666667,0.3557692307692308
EP2_2025_2026_grind,2025-10-29,2026-03-30,-0.1196437227677439,-0.1196,6,30,0.0249195393610324,-0.0009541767278979,-0.0791113236582566,-0.1219312556770396,0.1445632621287764,0.4666666666666667,0.8,3.566666666666667,0.3942307692307693
EP2_2025_2026_grind,2025-10-29,2026-03-30,-0.1196437227677439,-0.1196,7,30,-0.0133234572378767,-0.0203996912165577,-0.2068124201149543,-0.1230593392332768,0.1063202655298672,0.3333333333333333,0.7333333333333333,3.6,0.3102564102564102
EP2_2025_2026_grind,2025-10-29,2026-03-30,-0.1196437227677439,-0.1196,8,30,-0.0528161015326528,-0.0569848939344597,-0.6487798282768662,-0.1452670880843203,0.0668276212350911,0.3,0.6333333333333333,3.7,0.3288461538461539
EP2_2025_2026_grind,2025-10-29,2026-03-30,-0.1196437227677439,-0.1196,9,30,-0.0539932840736051,-0.0343052924515664,-0.7325652182084045,-0.1238626440182213,0.0656504386941388,0.3,0.6666666666666666,3.1333333333333333,0.3022435897435897
